Date,Region,Forecast_Demand,Lower,Upper,Temperature_C,Season,Is_Festival,Plastic_Ban_Active
2024-04-16,West_Zone,12380,10371,14389,34.5,Summer,0,1
2024-04-17,West_Zone,12539,10530,14548,33.4,Summer,0,1
2024-04-18,West_Zone,12497,10488,14506,33.5,Summer,0,1
2024-04-19,West_Zone,12561,10552,14570,34.1,Summer,0,1
2024-04-20,West_Zone,12578,10569,14587,35.5,Summer,0,1
2024-04-21,West_Zone,12109,10100,14118,31.2,Summer,0,1
2024-04-22,West_Zone,12732,10723,14740,33.1,Summer,0,1
2024-04-23,West_Zone,13390,11381,15399,36.9,Summer,0,1
2024-04-24,West_Zone,13000,10991,15009,36.5,Summer,0,1
2024-04-25,West_Zone,13637,11628,15646,37.9,Summer,0,1
2024-04-26,West_Zone,13096,11088,15105,36.3,Summer,0,1
2024-04-27,West_Zone,12687,10678,14695,35.3,Summer,0,1
2024-04-28,West_Zone,12680,10671,14689,32.5,Summer,0,1
2024-04-29,West_Zone,13609,11600,15618,36.9,Summer,0,1
2024-04-30,West_Zone,12278,10269,14287,32.7,Summer,0,1
2024-05-01,West_Zone,13502,11493,15511,37.5,Summer,0,1
2024-05-02,West_Zone,12213,10204,14222,32.4,Summer,0,1
2024-05-03,West_Zone,12230,10221,14239,34.5,Summer,0,1
2024-05-04,West_Zone,12797,10789,14806,34.7,Summer,0,1
2024-05-05,West_Zone,13005,10996,15014,35.6,Summer,0,1
2024-05-06,West_Zone,12878,10869,14887,34.4,Summer,0,1
2024-05-07,West_Zone,13264,11255,15273,35.7,Summer,0,1
2024-05-08,West_Zone,12623,10614,14632,35.6,Summer,0,1
2024-05-09,West_Zone,13572,11563,15581,36.9,Summer,0,1
2024-05-10,West_Zone,13556,11548,15565,36.9,Summer,0,1
2024-05-11,West_Zone,12632,10623,14641,33.8,Summer,0,1
2024-05-12,West_Zone,14162,12153,16171,38.8,Summer,0,1
2024-05-13,West_Zone,13752,11743,15761,36.9,Summer,0,1
2024-05-14,West_Zone,13061,11052,15070,35.7,Summer,0,1
2024-05-15,West_Zone,11998,9989,14007,32.4,Summer,0,1
2024-05-16,West_Zone,12561,10552,14570,35.5,Summer,0,1
2024-05-17,West_Zone,14304,12296,16313,40.1,Summer,0,1
2024-05-18,West_Zone,12163,10154,14172,33.2,Summer,0,1
2024-05-19,West_Zone,13599,11590,15608,36.6,Summer,0,1
2024-05-20,West_Zone,13659,11650,15668,38.0,Summer,0,1
2024-05-21,West_Zone,13324,11315,15333,36.7,Summer,0,1
2024-05-22,West_Zone,12438,10429,14447,34.3,Summer,0,1
2024-05-23,West_Zone,13410,11401,15419,36.7,Summer,0,1
2024-05-24,West_Zone,12696,10688,14705,34.7,Summer,0,1
2024-05-25,West_Zone,12714,10706,14723,35.5,Summer,0,1
2024-05-26,West_Zone,12528,10519,14537,33.3,Summer,0,1
2024-05-27,West_Zone,13334,11325,15343,35.7,Summer,0,1
2024-05-28,West_Zone,12754,10745,14763,35.5,Summer,0,1
2024-05-29,West_Zone,13069,11060,15077,36.5,Summer,0,1
2024-05-30,West_Zone,13614,11605,15622,38.4,Summer,0,1
2024-05-31,West_Zone,14288,12280,16297,39.5,Summer,0,1
2024-06-01,West_Zone,9970,7962,11979,25.8,Monsoon,0,1
2024-06-02,West_Zone,11763,9754,13772,32.4,Monsoon,0,1
2024-06-03,West_Zone,10777,8768,12786,29.0,Monsoon,0,1
2024-06-04,West_Zone,9947,7939,11956,26.6,Monsoon,0,1
2024-06-05,West_Zone,10469,8460,12478,28.1,Monsoon,0,1
2024-06-06,West_Zone,11239,9230,13248,31.1,Monsoon,0,1
2024-06-07,West_Zone,9734,7725,11743,25.3,Monsoon,0,1
2024-06-08,West_Zone,10497,8488,12506,28.3,Monsoon,0,1
2024-06-09,West_Zone,9999,7990,12008,27.5,Monsoon,0,1
2024-06-10,West_Zone,11652,9643,13661,32.3,Monsoon,0,1
2024-06-11,West_Zone,9984,7975,11993,27.1,Monsoon,0,1
2024-06-12,West_Zone,10410,8401,12419,28.8,Monsoon,0,1
2024-06-13,West_Zone,10845,8836,12854,28.7,Monsoon,0,1
2024-06-14,West_Zone,10077,8069,12086,28.0,Monsoon,0,1
2024-06-15,West_Zone,10529,8520,12538,28.7,Monsoon,0,1
2024-06-16,West_Zone,10368,8359,12377,28.4,Monsoon,0,1
2024-06-17,West_Zone,10705,8696,12714,28.3,Monsoon,0,1
2024-06-18,West_Zone,10036,8027,12045,25.4,Monsoon,0,1
2024-06-19,West_Zone,9817,7808,11826,26.4,Monsoon,0,1
2024-06-20,West_Zone,10857,8848,12866,30.3,Monsoon,0,1
2024-06-21,West_Zone,10026,8017,12035,27.4,Monsoon,0,1
2024-06-22,West_Zone,9721,7712,11730,25.0,Monsoon,0,1
2024-06-23,West_Zone,10966,8957,12975,30.7,Monsoon,0,1
2024-06-24,West_Zone,9690,7681,11698,23.4,Monsoon,0,1
2024-06-25,West_Zone,10683,8675,12692,28.8,Monsoon,0,1
2024-06-26,West_Zone,11080,9071,13089,29.2,Monsoon,0,1
2024-06-27,West_Zone,10679,8670,12688,28.5,Monsoon,0,1
2024-06-28,West_Zone,9996,7987,12005,25.6,Monsoon,0,1
2024-06-29,West_Zone,10148,8140,12157,27.5,Monsoon,0,1
2024-06-30,West_Zone,10098,8089,12107,27.8,Monsoon,0,1
2024-07-01,West_Zone,9956,7947,11965,27.0,Monsoon,0,1
2024-07-02,West_Zone,10132,8123,12141,27.4,Monsoon,0,1
2024-07-03,West_Zone,11356,9347,13365,31.9,Monsoon,0,1
2024-07-04,West_Zone,10817,8808,12826,29.8,Monsoon,0,1
2024-07-05,West_Zone,10501,8492,12510,28.4,Monsoon,0,1
2024-07-06,West_Zone,10040,8031,12048,27.0,Monsoon,0,1
2024-07-07,West_Zone,9949,7940,11958,27.1,Monsoon,0,1
2024-07-08,West_Zone,11673,9664,13681,31.4,Monsoon,0,1
2024-07-09,West_Zone,10873,8864,12882,29.3,Monsoon,0,1
2024-07-10,West_Zone,9678,7669,11687,25.6,Monsoon,0,1
2024-07-11,West_Zone,10207,8198,12216,27.8,Monsoon,0,1
2024-07-12,West_Zone,10845,8837,12854,29.5,Monsoon,0,1
2024-07-13,West_Zone,9839,7830,11848,25.5,Monsoon,0,1
2024-07-14,West_Zone,10667,8658,12676,28.8,Monsoon,0,1
2024-07-15,West_Zone,11052,9043,13061,29.4,Monsoon,0,1
2024-07-16,West_Zone,11066,9057,13075,29.5,Monsoon,0,1
2024-07-17,West_Zone,10347,8339,12356,28.0,Monsoon,0,1
2024-07-18,West_Zone,10883,8874,12892,29.3,Monsoon,0,1
2024-07-19,West_Zone,10754,8745,12762,28.5,Monsoon,0,1
2024-07-20,West_Zone,10880,8871,12889,30.4,Monsoon,0,1
2024-07-21,West_Zone,9945,7936,11954,27.1,Monsoon,0,1
2024-07-22,West_Zone,10658,8649,12667,28.8,Monsoon,0,1
2024-07-23,West_Zone,10233,8224,12242,27.3,Monsoon,0,1
2024-07-24,West_Zone,9933,7924,11942,28.3,Monsoon,0,1
2024-07-25,West_Zone,10840,8831,12848,29.5,Monsoon,0,1
2024-07-26,West_Zone,9714,7706,11723,27.0,Monsoon,0,1
2024-07-27,West_Zone,10098,8089,12107,28.3,Monsoon,0,1
2024-07-28,West_Zone,10205,8196,12213,27.4,Monsoon,0,1
2024-07-29,West_Zone,10737,8728,12746,29.2,Monsoon,0,1
2024-07-30,West_Zone,10825,8816,12834,29.9,Monsoon,0,1
2024-07-31,West_Zone,10579,8570,12588,29.0,Monsoon,0,1
2024-08-01,West_Zone,9833,7825,11842,27.0,Monsoon,0,1
2024-08-02,West_Zone,10292,8283,12301,27.4,Monsoon,0,1
2024-08-03,West_Zone,10081,8072,12090,27.6,Monsoon,0,1
2024-08-04,West_Zone,10147,8138,12156,27.0,Monsoon,0,1
2024-08-05,West_Zone,10756,8747,12765,29.8,Monsoon,0,1
2024-08-06,West_Zone,11631,9622,13640,31.3,Monsoon,0,1
2024-08-07,West_Zone,10038,8029,12047,27.6,Monsoon,0,1
2024-08-08,West_Zone,10420,8411,12429,28.6,Monsoon,0,1
2024-08-09,West_Zone,10764,8755,12773,29.7,Monsoon,0,1
2024-08-10,West_Zone,10736,8727,12745,29.5,Monsoon,0,1
2024-08-11,West_Zone,10425,8416,12434,28.5,Monsoon,0,1
2024-08-12,West_Zone,9910,7901,11919,26.7,Monsoon,0,1
2024-08-13,West_Zone,9830,7821,11839,24.6,Monsoon,0,1
2024-08-14,West_Zone,10152,8143,12161,28.0,Monsoon,0,1
2024-08-15,West_Zone,10564,8555,12573,29.5,Monsoon,0,1
2024-08-16,West_Zone,10484,8475,12493,27.8,Monsoon,0,1
2024-08-17,West_Zone,9990,7981,11999,26.3,Monsoon,0,1
2024-08-18,West_Zone,9832,7823,11840,25.9,Monsoon,0,1
2024-08-19,West_Zone,10873,8864,12882,29.8,Monsoon,0,1
2024-08-20,West_Zone,10581,8572,12590,28.9,Monsoon,0,1
2024-08-21,West_Zone,10589,8581,12598,29.9,Monsoon,0,1
2024-08-22,West_Zone,9311,7302,11320,24.4,Monsoon,0,1
2024-08-23,West_Zone,9735,7726,11744,25.2,Monsoon,0,1
2024-08-24,West_Zone,11047,9038,13056,30.4,Monsoon,0,1
2024-08-25,West_Zone,9663,7654,11672,25.8,Monsoon,0,1
2024-08-26,West_Zone,9884,7875,11892,26.4,Monsoon,0,1
2024-08-27,West_Zone,10575,8566,12584,29.9,Monsoon,0,1
2024-08-28,West_Zone,9915,7907,11924,25.4,Monsoon,0,1
2024-08-29,West_Zone,9519,7510,11528,24.4,Monsoon,0,1
2024-08-30,West_Zone,10585,8576,12594,28.9,Monsoon,0,1
2024-08-31,West_Zone,10795,8786,12804,29.3,Monsoon,0,1
2024-09-01,West_Zone,10153,8144,12162,26.5,Autumn,0,1
2024-09-02,West_Zone,9988,7979,11997,23.8,Autumn,0,1
2024-09-03,West_Zone,9515,7506,11523,23.1,Autumn,0,1
2024-09-04,West_Zone,10246,8237,12255,26.3,Autumn,0,1
2024-09-05,West_Zone,10583,8574,12592,26.3,Autumn,0,1
2024-09-06,West_Zone,9633,7624,11642,23.9,Autumn,0,1
2024-09-07,West_Zone,10283,8274,12292,24.9,Autumn,0,1
2024-09-08,West_Zone,9209,7200,11218,20.9,Autumn,0,1
2024-09-09,West_Zone,9916,7907,11924,23.7,Autumn,0,1
2024-09-10,West_Zone,9397,7388,11406,22.3,Autumn,0,1
2024-09-11,West_Zone,10019,8010,12028,23.5,Autumn,0,1
2024-09-12,West_Zone,9969,7960,11978,24.3,Autumn,0,1
2024-09-13,West_Zone,10301,8292,12310,24.8,Autumn,0,1
2024-09-14,West_Zone,9722,7713,11731,24.0,Autumn,0,1
2024-09-15,West_Zone,9887,7878,11895,23.4,Autumn,0,1
2024-09-16,West_Zone,10403,8394,12412,24.7,Autumn,0,1
2024-09-17,West_Zone,10301,8292,12310,25.1,Autumn,0,1
2024-09-18,West_Zone,10252,8243,12261,25.3,Autumn,0,1
2024-09-19,West_Zone,9462,7453,11471,22.3,Autumn,0,1
2024-09-20,West_Zone,10192,8183,12201,25.2,Autumn,0,1
2024-09-21,West_Zone,9727,7718,11736,23.5,Autumn,0,1
2024-09-22,West_Zone,9377,7369,11386,22.9,Autumn,0,1
2024-09-23,West_Zone,10281,8272,12289,24.6,Autumn,0,1
2024-09-24,West_Zone,9432,7423,11440,23.0,Autumn,0,1
2024-09-25,West_Zone,9669,7661,11678,22.9,Autumn,0,1
2024-09-26,West_Zone,9568,7559,11577,22.6,Autumn,0,1
2024-09-27,West_Zone,10317,8308,12326,27.9,Autumn,0,1
2024-09-28,West_Zone,10860,8851,12868,28.7,Autumn,0,1
2024-09-29,West_Zone,10256,8247,12265,28.0,Autumn,0,1
2024-09-30,West_Zone,9478,7469,11486,23.1,Autumn,0,1
2024-10-01,West_Zone,13220,11211,15229,22.5,Autumn,1,1
2024-10-02,West_Zone,13214,11205,15223,22.4,Autumn,1,1
2024-10-03,West_Zone,14049,12040,16058,25.2,Autumn,1,1
2024-10-04,West_Zone,13336,11328,15345,22.7,Autumn,1,1
2024-10-05,West_Zone,10053,8044,12062,25.1,Autumn,0,1
2024-10-06,West_Zone,10367,8358,12375,25.4,Autumn,0,1
2024-10-07,West_Zone,14057,12048,16065,24.5,Autumn,1,1
2024-10-08,West_Zone,13438,11429,15447,24.4,Autumn,1,1
2024-10-09,West_Zone,14109,12100,16118,25.6,Autumn,1,1
2024-10-10,West_Zone,14332,12323,16341,25.3,Autumn,1,1
2024-10-11,West_Zone,13368,11359,15377,23.7,Autumn,1,1
2024-10-12,West_Zone,13288,11279,15297,22.9,Autumn,1,1
2024-10-13,West_Zone,13424,11415,15433,23.3,Autumn,1,1
2024-10-14,West_Zone,13606,11597,15615,23.9,Autumn,1,1
2024-10-15,West_Zone,12490,10481,14499,19.6,Autumn,1,1
2024-10-16,West_Zone,13766,11758,15775,23.9,Autumn,1,1
2024-10-17,West_Zone,13500,11492,15509,23.4,Autumn,1,1
2024-10-18,West_Zone,14000,11991,16009,24.9,Autumn,1,1
2024-10-19,West_Zone,14239,12230,16248,25.8,Autumn,1,1
2024-10-20,West_Zone,13972,11963,15981,24.5,Autumn,1,1
2024-10-21,West_Zone,13395,11386,15403,23.6,Autumn,1,1
2024-10-22,West_Zone,13336,11327,15344,23.7,Autumn,1,1
2024-10-23,West_Zone,13393,11384,15402,23.1,Autumn,1,1
2024-10-24,West_Zone,13450,11442,15459,23.2,Autumn,1,1
2024-10-25,West_Zone,14110,12101,16119,24.8,Autumn,1,1
2024-10-26,West_Zone,14242,12233,16251,25.7,Autumn,1,1
2024-10-27,West_Zone,13456,11447,15465,22.7,Autumn,1,1
2024-10-28,West_Zone,10106,8097,12114,25.5,Autumn,0,1
2024-10-29,West_Zone,14044,12035,16053,25.1,Autumn,1,1
2024-10-30,West_Zone,13329,11320,15337,24.4,Autumn,1,1
2024-10-31,West_Zone,10248,8239,12257,25.2,Autumn,0,1
2024-11-01,West_Zone,13575,11566,15583,23.9,Autumn,1,1
2024-11-02,West_Zone,14190,12181,16199,26.0,Autumn,1,1
2024-11-03,West_Zone,14244,12235,16252,26.5,Autumn,1,1
2024-11-04,West_Zone,14044,12036,16053,24.7,Autumn,1,1
2024-11-05,West_Zone,10256,8247,12265,24.5,Autumn,0,1
2024-11-06,West_Zone,14286,12277,16294,26.5,Autumn,1,1
2024-11-07,West_Zone,14193,12185,16202,25.0,Autumn,1,1
2024-11-08,West_Zone,13420,11411,15429,24.0,Autumn,1,1
2024-11-09,West_Zone,13514,11506,15523,23.8,Autumn,1,1
2024-11-10,West_Zone,14168,12159,16177,24.6,Autumn,1,1
2024-11-11,West_Zone,13378,11370,15387,24.1,Autumn,1,1
2024-11-12,West_Zone,13434,11425,15443,22.9,Autumn,1,1
2024-11-13,West_Zone,12401,10392,14410,20.7,Autumn,1,1
2024-11-14,West_Zone,14012,12003,16020,24.5,Autumn,1,1
2024-11-15,West_Zone,14239,12230,16248,24.9,Autumn,1,1
2024-11-16,West_Zone,13357,11348,15366,23.3,Autumn,1,1
2024-11-17,West_Zone,14177,12168,16185,24.6,Autumn,1,1
2024-11-18,West_Zone,14073,12064,16082,25.4,Autumn,1,1
2024-11-19,West_Zone,13428,11419,15437,23.4,Autumn,1,1
2024-11-20,West_Zone,14657,12649,16666,28.4,Autumn,1,1
2024-11-21,West_Zone,13437,11428,15446,23.4,Autumn,1,1
2024-11-22,West_Zone,13498,11489,15507,23.6,Autumn,1,1
2024-11-23,West_Zone,13270,11261,15279,24.2,Autumn,1,1
2024-11-24,West_Zone,14178,12170,16187,24.7,Autumn,1,1
2024-11-25,West_Zone,13560,11551,15569,24.3,Autumn,1,1
2024-11-26,West_Zone,13461,11452,15470,22.4,Autumn,1,1
2024-11-27,West_Zone,14423,12414,16432,25.1,Autumn,1,1
2024-11-28,West_Zone,14373,12365,16382,26.2,Autumn,1,1
2024-11-29,West_Zone,10437,8428,12446,26.4,Autumn,0,1
2024-11-30,West_Zone,13423,11414,15432,23.3,Autumn,1,1
2024-12-01,West_Zone,7720,5711,9729,15.3,Winter,0,1
2024-12-02,West_Zone,7690,5681,9698,14.7,Winter,0,1
2024-12-03,West_Zone,8364,6355,10373,16.2,Winter,0,1
2024-12-04,West_Zone,8510,6501,10519,16.6,Winter,0,1
2024-12-05,West_Zone,7310,5301,9319,11.5,Winter,0,1
2024-12-06,West_Zone,7977,5968,9986,15.4,Winter,0,1
2024-12-07,West_Zone,8417,6408,10426,17.4,Winter,0,1
2024-12-08,West_Zone,8768,6759,10777,17.8,Winter,0,1
2024-12-09,West_Zone,7907,5898,9916,15.1,Winter,0,1
2024-12-10,West_Zone,8358,6349,10367,17.1,Winter,0,1
2024-12-11,West_Zone,7848,5839,9856,15.1,Winter,0,1
2024-12-12,West_Zone,7871,5863,9880,15.1,Winter,0,1
2024-12-13,West_Zone,7898,5889,9907,14.3,Winter,0,1
2024-12-14,West_Zone,8045,6037,10054,15.0,Winter,0,1
2024-12-15,West_Zone,8096,6087,10105,16.0,Winter,0,1
2024-12-16,West_Zone,7710,5701,9719,13.2,Winter,0,1
2024-12-17,West_Zone,8347,6338,10355,16.2,Winter,0,1
2024-12-18,West_Zone,8064,6055,10073,14.9,Winter,0,1
2024-12-19,West_Zone,8350,6341,10358,16.3,Winter,0,1
2024-12-20,West_Zone,8060,6051,10069,15.2,Winter,0,1
2024-12-21,West_Zone,8858,6850,10867,18.1,Winter,0,1
2024-12-22,West_Zone,7788,5779,9796,14.0,Winter,0,1
2024-12-23,West_Zone,7844,5835,9853,14.3,Winter,0,1
2024-12-24,West_Zone,8102,6093,10111,15.2,Winter,0,1
2024-12-25,West_Zone,8623,6614,10632,17.4,Winter,0,1
2024-12-26,West_Zone,7529,5520,9538,12.2,Winter,0,1
2024-12-27,West_Zone,8104,6095,10113,14.5,Winter,0,1
2024-12-28,West_Zone,8145,6136,10154,15.1,Winter,0,1
2024-12-29,West_Zone,7830,5821,9839,15.0,Winter,0,1
2024-12-30,West_Zone,7556,5547,9565,13.7,Winter,0,1
2024-12-31,West_Zone,7804,5795,9813,13.0,Winter,0,1
